id;name;geoid;geoname;value;datetime
602;Energía asignada en Mercado SPOT Diario España;;;13290.5;2020-01-01T00:00:00+01:00
602;Energía asignada en Mercado SPOT Diario España;;;12720.1;2020-01-01T01:00:00+01:00
602;Energía asignada en Mercado SPOT Diario España;;;12558.6;2020-01-01T02:00:00+01:00
602;Energía asignada en Mercado SPOT Diario España;;;12837.5;2020-01-01T03:00:00+01:00
602;Energía asignada en Mercado SPOT Diario España;;;13100.9;2020-01-01T04:00:00+01:00
602;Energía asignada en Mercado SPOT Diario España;;;13178.2;2020-01-01T05:00:00+01:00
602;Energía asignada en Mercado SPOT Diario España;;;13274.3;2020-01-01T06:00:00+01:00
602;Energía asignada en Mercado SPOT Diario España;;;13248.3;2020-01-01T07:00:00+01:00
602;Energía asignada en Mercado SPOT Diario España;;;13628.5;2020-01-01T08:00:00+01:00
602;Energía asignada en Mercado SPOT Diario España;;;14256.6;2020-01-01T09:00:00+01:00
602;Energía asignada en Mercado SPOT Diario España;;;15053.8;2020-01-01T10:00:00+01:00
602;Energía asignada en Mercado SPOT Diario España;;;15410.5;2020-01-01T11:00:00+01:00
602;Energía asignada en Mercado SPOT Diario España;;;15478.5;2020-01-01T12:00:00+01:00
602;Energía asignada en Mercado SPOT Diario España;;;15460.1;2020-01-01T13:00:00+01:00
602;Energía asignada en Mercado SPOT Diario España;;;15136.7;2020-01-01T14:00:00+01:00
602;Energía asignada en Mercado SPOT Diario España;;;15312.2;2020-01-01T15:00:00+01:00
602;Energía asignada en Mercado SPOT Diario España;;;14795.2;2020-01-01T16:00:00+01:00
602;Energía asignada en Mercado SPOT Diario España;;;14852.1;2020-01-01T17:00:00+01:00
602;Energía asignada en Mercado SPOT Diario España;;;14968.7;2020-01-01T18:00:00+01:00
602;Energía asignada en Mercado SPOT Diario España;;;15577.3;2020-01-01T19:00:00+01:00
602;Energía asignada en Mercado SPOT Diario España;;;16388.3;2020-01-01T20:00:00+01:00
602;Energía asignada en Mercado SPOT Diario España;;;16600.9;2020-01-01T21:00:00+01:00
602;Energía asignada en Mercado SPOT Diario España;;;16082.2;2020-01-01T22:00:00+01:00
602;Energía asignada en Mercado SPOT Diario España;;;14887;2020-01-01T23:00:00+01:00
602;Energía asignada en Mercado SPOT Diario España;;;14330.3;2020-01-02T00:00:00+01:00
602;Energía asignada en Mercado SPOT Diario España;;;13314.6;2020-01-02T01:00:00+01:00
602;Energía asignada en Mercado SPOT Diario España;;;13722.3;2020-01-02T02:00:00+01:00
602;Energía asignada en Mercado SPOT Diario España;;;14077.8;2020-01-02T03:00:00+01:00
602;Energía asignada en Mercado SPOT Diario España;;;14389.7;2020-01-02T04:00:00+01:00
602;Energía asignada en Mercado SPOT Diario España;;;14278.9;2020-01-02T05:00:00+01:00
602;Energía asignada en Mercado SPOT Diario España;;;13865.6;2020-01-02T06:00:00+01:00
602;Energía asignada en Mercado SPOT Diario España;;;16030.3;2020-01-02T07:00:00+01:00
602;Energía asignada en Mercado SPOT Diario España;;;18443.1;2020-01-02T08:00:00+01:00
602;Energía asignada en Mercado SPOT Diario España;;;19935.6;2020-01-02T09:00:00+01:00
602;Energía asignada en Mercado SPOT Diario España;;;21338;2020-01-02T10:00:00+01:00
602;Energía asignada en Mercado SPOT Diario España;;;22446.2;2020-01-02T11:00:00+01:00
602;Energía asignada en Mercado SPOT Diario España;;;22996.3;2020-01-02T12:00:00+01:00
602;Energía asignada en Mercado SPOT Diario España;;;22994.5;2020-01-02T13:00:00+01:00
602;Energía asignada en Mercado SPOT Diario España;;;22225.5;2020-01-02T14:00:00+01:00
602;Energía asignada en Mercado SPOT Diario España;;;21861.7;2020-01-02T15:00:00+01:00
602;Energía asignada en Mercado SPOT Diario España;;;21427.5;2020-01-02T16:00:00+01:00
602;Energía asignada en Mercado SPOT Diario España;;;21776.4;2020-01-02T17:00:00+01:00
602;Energía asignada en Mercado SPOT Diario España;;;20786.7;2020-01-02T18:00:00+01:00
602;Energía asignada en Mercado SPOT Diario España;;;21143.8;2020-01-02T19:00:00+01:00
602;Energía asignada en Mercado SPOT Diario España;;;21478.5;2020-01-02T20:00:00+01:00
602;Energía asignada en Mercado SPOT Diario España;;;21177.1;2020-01-02T21:00:00+01:00
602;Energía asignada en Mercado SPOT Diario España;;;19839.8;2020-01-02T22:00:00+01:00
602;Energía asignada en Mercado SPOT Diario España;;;17919.7;2020-01-02T23:00:00+01:00
602;Energía asignada en Mercado SPOT Diario España;;;16895.8;2020-01-03T00:00:00+01:00
602;Energía asignada en Mercado SPOT Diario España;;;18262.4;2020-01-03T01:00:00+01:00
602;Energía asignada en Mercado SPOT Diario España;;;18105.4;2020-01-03T02:00:00+01:00
602;Energía asignada en Mercado SPOT Diario España;;;18058.6;2020-01-03T03:00:00+01:00
602;Energía asignada en Mercado SPOT Diario España;;;18046;2020-01-03T04:00:00+01:00
602;Energía asignada en Mercado SPOT Diario España;;;17777.6;2020-01-03T05:00:00+01:00
602;Energía asignada en Mercado SPOT Diario España;;;17469.4;2020-01-03T06:00:00+01:00
602;Energía asignada en Mercado SPOT Diario España;;;17827.6;2020-01-03T07:00:00+01:00
602;Energía asignada en Mercado SPOT Diario España;;;19943.6;2020-01-03T08:00:00+01:00
602;Energía asignada en Mercado SPOT Diario España;;;21106.3;2020-01-03T09:00:00+01:00
602;Energía asignada en Mercado SPOT Diario España;;;21744.3;2020-01-03T10:00:00+01:00
602;Energía asignada en Mercado SPOT Diario España;;;21709.9;2020-01-03T11:00:00+01:00
602;Energía asignada en Mercado SPOT Diario España;;;21373.1;2020-01-03T12:00:00+01:00
602;Energía asignada en Mercado SPOT Diario España;;;21445.6;2020-01-03T13:00:00+01:00
602;Energía asignada en Mercado SPOT Diario España;;;20875.1;2020-01-03T14:00:00+01:00
602;Energía asignada en Mercado SPOT Diario España;;;20095.5;2020-01-03T15:00:00+01:00
602;Energía asignada en Mercado SPOT Diario España;;;19802.1;2020-01-03T16:00:00+01:00
602;Energía asignada en Mercado SPOT Diario España;;;19619.6;2020-01-03T17:00:00+01:00
602;Energía asignada en Mercado SPOT Diario España;;;20794.6;2020-01-03T18:00:00+01:00
602;Energía asignada en Mercado SPOT Diario España;;;21338.8;2020-01-03T19:00:00+01:00
602;Energía asignada en Mercado SPOT Diario España;;;21410.1;2020-01-03T20:00:00+01:00
602;Energía asignada en Mercado SPOT Diario España;;;21285.4;2020-01-03T21:00:00+01:00
602;Energía asignada en Mercado SPOT Diario España;;;20116.9;2020-01-03T22:00:00+01:00
602;Energía asignada en Mercado SPOT Diario España;;;18492.3;2020-01-03T23:00:00+01:00
602;Energía asignada en Mercado SPOT Diario España;;;17715.6;2020-01-04T00:00:00+01:00
602;Energía asignada en Mercado SPOT Diario España;;;17039.5;2020-01-04T01:00:00+01:00
602;Energía asignada en Mercado SPOT Diario España;;;17410.6;2020-01-04T02:00:00+01:00
602;Energía asignada en Mercado SPOT Diario España;;;17803.5;2020-01-04T03:00:00+01:00
602;Energía asignada en Mercado SPOT Diario España;;;17887.9;2020-01-04T04:00:00+01:00
602;Energía asignada en Mercado SPOT Diario España;;;17859.4;2020-01-04T05:00:00+01:00
602;Energía asignada en Mercado SPOT Diario España;;;17924.2;2020-01-04T06:00:00+01:00
602;Energía asignada en Mercado SPOT Diario España;;;18015.1;2020-01-04T07:00:00+01:00
602;Energía asignada en Mercado SPOT Diario España;;;17097.4;2020-01-04T08:00:00+01:00
602;Energía asignada en Mercado SPOT Diario España;;;17767;2020-01-04T09:00:00+01:00
602;Energía asignada en Mercado SPOT Diario España;;;18962.9;2020-01-04T10:00:00+01:00
602;Energía asignada en Mercado SPOT Diario España;;;19438.8;2020-01-04T11:00:00+01:00
602;Energía asignada en Mercado SPOT Diario España;;;19333;2020-01-04T12:00:00+01:00
602;Energía asignada en Mercado SPOT Diario España;;;19948.4;2020-01-04T13:00:00+01:00
602;Energía asignada en Mercado SPOT Diario España;;;20660.2;2020-01-04T14:00:00+01:00
602;Energía asignada en Mercado SPOT Diario España;;;19294.8;2020-01-04T15:00:00+01:00
602;Energía asignada en Mercado SPOT Diario España;;;17803.7;2020-01-04T16:00:00+01:00
602;Energía asignada en Mercado SPOT Diario España;;;18000.8;2020-01-04T17:00:00+01:00
602;Energía asignada en Mercado SPOT Diario España;;;18765.7;2020-01-04T18:00:00+01:00
602;Energía asignada en Mercado SPOT Diario España;;;19592.6;2020-01-04T19:00:00+01:00
602;Energía asignada en Mercado SPOT Diario España;;;20043.1;2020-01-04T20:00:00+01:00
602;Energía asignada en Mercado SPOT Diario España;;;20015.6;2020-01-04T21:00:00+01:00
602;Energía asignada en Mercado SPOT Diario España;;;19235.9;2020-01-04T22:00:00+01:00
602;Energía asignada en Mercado SPOT Diario España;;;17637.1;2020-01-04T23:00:00+01:00
602;Energía asignada en Mercado SPOT Diario España;;;15970.2;2020-01-05T00:00:00+01:00
602;Energía asignada en Mercado SPOT Diario España;;;14685;2020-01-05T01:00:00+01:00
602;Energía asignada en Mercado SPOT Diario España;;;15756.8;2020-01-05T02:00:00+01:00
602;Energía asignada en Mercado SPOT Diario España;;;16253.5;2020-01-05T03:00:00+01:00
602;Energía asignada en Mercado SPOT Diario España;;;15974.3;2020-01-05T04:00:00+01:00
602;Energía asignada en Mercado SPOT Diario España;;;16174.5;2020-01-05T05:00:00+01:00
602;Energía asignada en Mercado SPOT Diario España;;;16310.7;2020-01-05T06:00:00+01:00
602;Energía asignada en Mercado SPOT Diario España;;;15222.5;2020-01-05T07:00:00+01:00
602;Energía asignada en Mercado SPOT Diario España;;;14254.4;2020-01-05T08:00:00+01:00
602;Energía asignada en Mercado SPOT Diario España;;;15675.6;2020-01-05T09:00:00+01:00
602;Energía asignada en Mercado SPOT Diario España;;;17103;2020-01-05T10:00:00+01:00
602;Energía asignada en Mercado SPOT Diario España;;;17772.4;2020-01-05T11:00:00+01:00
